Date,Time,Usage_USgal,year,month,day,hour,day_of_week
2016-11-03,20:00,7,2016,11,3,20,Thursday
2016-11-03,21:00,52,2016,11,3,21,Thursday
2016-11-03,22:00,7,2016,11,3,22,Thursday
2016-11-03,23:00,0,2016,11,3,23,Thursday
2016-11-04,00:00,10,2016,11,4,0,Friday
2016-11-04,01:00,0,2016,11,4,1,Friday
2016-11-04,02:00,0,2016,11,4,2,Friday
2016-11-04,03:00,0,2016,11,4,3,Friday
2016-11-04,04:00,0,2016,11,4,4,Friday
2016-11-04,05:00,0,2016,11,4,5,Friday
2016-11-04,06:00,3,2016,11,4,6,Friday
2016-11-04,07:00,17,2016,11,4,7,Friday
2016-11-04,08:00,0,2016,11,4,8,Friday
2016-11-04,09:00,8,2016,11,4,9,Friday
2016-11-04,10:00,3,2016,11,4,10,Friday
2016-11-04,11:00,0,2016,11,4,11,Friday
2016-11-04,12:00,7,2016,11,4,12,Friday
2016-11-04,13:00,2,2016,11,4,13,Friday
2016-11-04,14:00,7,2016,11,4,14,Friday
2016-11-04,15:00,5,2016,11,4,15,Friday
2016-11-04,16:00,0,2016,11,4,16,Friday
2016-11-04,17:00,0,2016,11,4,17,Friday
2016-11-04,18:00,16,2016,11,4,18,Friday
2016-11-04,19:00,1,2016,11,4,19,Friday
2016-11-04,20:00,15,2016,11,4,20,Friday
2016-11-04,21:00,46,2016,11,4,21,Friday
2016-11-04,22:00,3,2016,11,4,22,Friday
2016-11-04,23:00,6,2016,11,4,23,Friday
2016-11-05,00:00,0,2016,11,5,0,Saturday
2016-11-05,01:00,5,2016,11,5,1,Saturday
2016-11-05,02:00,0,2016,11,5,2,Saturday
2016-11-05,03:00,0,2016,11,5,3,Saturday
2016-11-05,04:00,0,2016,11,5,4,Saturday
2016-11-05,05:00,0,2016,11,5,5,Saturday
2016-11-05,06:00,0,2016,11,5,6,Saturday
2016-11-05,07:00,0,2016,11,5,7,Saturday
2016-11-05,08:00,15,2016,11,5,8,Saturday
2016-11-05,09:00,20,2016,11,5,9,Saturday
2016-11-05,10:00,9,2016,11,5,10,Saturday
2016-11-05,11:00,10,2016,11,5,11,Saturday
2016-11-05,12:00,7,2016,11,5,12,Saturday
2016-11-05,13:00,0,2016,11,5,13,Saturday
2016-11-05,14:00,1,2016,11,5,14,Saturday
2016-11-05,15:00,6,2016,11,5,15,Saturday
2016-11-05,16:00,2,2016,11,5,16,Saturday
2016-11-05,17:00,25,2016,11,5,17,Saturday
2016-11-05,18:00,13,2016,11,5,18,Saturday
2016-11-05,19:00,5,2016,11,5,19,Saturday
2016-11-05,20:00,11,2016,11,5,20,Saturday
2016-11-05,21:00,38,2016,11,5,21,Saturday
2016-11-05,22:00,3,2016,11,5,22,Saturday
2016-11-05,23:00,0,2016,11,5,23,Saturday
2016-11-06,00:00,3,2016,11,6,0,Sunday
2016-11-06,01:00,1,2016,11,6,1,Sunday
2016-11-06,02:00,0,2016,11,6,2,Sunday
2016-11-06,03:00,0,2016,11,6,3,Sunday
2016-11-06,04:00,0,2016,11,6,4,Sunday
2016-11-06,05:00,0,2016,11,6,5,Sunday
2016-11-06,06:00,3,2016,11,6,6,Sunday
2016-11-06,07:00,11,2016,11,6,7,Sunday
2016-11-06,08:00,8,2016,11,6,8,Sunday
2016-11-06,09:00,7,2016,11,6,9,Sunday
2016-11-06,10:00,0,2016,11,6,10,Sunday
2016-11-06,11:00,26,2016,11,6,11,Sunday
2016-11-06,12:00,9,2016,11,6,12,Sunday
2016-11-06,13:00,4,2016,11,6,13,Sunday
2016-11-06,14:00,0,2016,11,6,14,Sunday
2016-11-06,15:00,0,2016,11,6,15,Sunday
2016-11-06,16:00,0,2016,11,6,16,Sunday
2016-11-06,17:00,0,2016,11,6,17,Sunday
2016-11-06,18:00,0,2016,11,6,18,Sunday
2016-11-06,19:00,0,2016,11,6,19,Sunday
2016-11-06,20:00,4,2016,11,6,20,Sunday
2016-11-06,21:00,36,2016,11,6,21,Sunday
2016-11-06,22:00,8,2016,11,6,22,Sunday
2016-11-06,23:00,4,2016,11,6,23,Sunday
2016-11-07,00:00,0,2016,11,7,0,Monday
2016-11-07,01:00,0,2016,11,7,1,Monday
2016-11-07,02:00,0,2016,11,7,2,Monday
2016-11-07,03:00,0,2016,11,7,3,Monday
2016-11-07,04:00,0,2016,11,7,4,Monday
2016-11-07,05:00,7,2016,11,7,5,Monday
2016-11-07,06:00,0,2016,11,7,6,Monday
2016-11-07,07:00,13,2016,11,7,7,Monday
2016-11-07,08:00,3,2016,11,7,8,Monday
2016-11-07,09:00,0,2016,11,7,9,Monday
2016-11-07,10:00,0,2016,11,7,10,Monday
2016-11-07,11:00,0,2016,11,7,11,Monday
2016-11-07,12:00,0,2016,11,7,12,Monday
2016-11-07,13:00,1,2016,11,7,13,Monday
2016-11-07,14:00,11,2016,11,7,14,Monday
2016-11-07,15:00,0,2016,11,7,15,Monday
2016-11-07,16:00,8,2016,11,7,16,Monday
2016-11-07,17:00,3,2016,11,7,17,Monday
2016-11-07,18:00,2,2016,11,7,18,Monday
2016-11-07,19:00,7,2016,11,7,19,Monday
2016-11-07,20:00,34,2016,11,7,20,Monday
2016-11-07,21:00,29,2016,11,7,21,Monday
2016-11-07,22:00,4,2016,11,7,22,Monday
2016-11-07,23:00,0,2016,11,7,23,Monday
2016-11-08,00:00,0,2016,11,8,0,Tuesday
2016-11-08,01:00,0,2016,11,8,1,Tuesday
2016-11-08,02:00,0,2016,11,8,2,Tuesday
2016-11-08,03:00,0,2016,11,8,3,Tuesday
2016-11-08,04:00,0,2016,11,8,4,Tuesday
2016-11-08,05:00,3,2016,11,8,5,Tuesday
2016-11-08,06:00,4,2016,11,8,6,Tuesday
2016-11-08,07:00,34,2016,11,8,7,Tuesday
2016-11-08,08:00,0,2016,11,8,8,Tuesday
2016-11-08,09:00,0,2016,11,8,9,Tuesday
2016-11-08,10:00,0,2016,11,8,10,Tuesday
2016-11-08,11:00,0,2016,11,8,11,Tuesday
2016-11-08,12:00,0,2016,11,8,12,Tuesday
2016-11-08,13:00,0,2016,11,8,13,Tuesday
2016-11-08,14:00,4,2016,11,8,14,Tuesday
2016-11-08,15:00,0,2016,11,8,15,Tuesday
2016-11-08,16:00,17,2016,11,8,16,Tuesday
2016-11-08,17:00,5,2016,11,8,17,Tuesday
2016-11-08,18:00,8,2016,11,8,18,Tuesday
2016-11-08,19:00,5,2016,11,8,19,Tuesday
2016-11-08,20:00,22,2016,11,8,20,Tuesday
2016-11-08,21:00,23,2016,11,8,21,Tuesday
2016-11-08,22:00,0,2016,11,8,22,Tuesday
2016-11-08,23:00,3,2016,11,8,23,Tuesday
2016-11-09,00:00,0,2016,11,9,0,Wednesday
2016-11-09,01:00,0,2016,11,9,1,Wednesday
2016-11-09,02:00,0,2016,11,9,2,Wednesday
2016-11-09,03:00,0,2016,11,9,3,Wednesday
2016-11-09,04:00,0,2016,11,9,4,Wednesday
2016-11-09,05:00,0,2016,11,9,5,Wednesday
2016-11-09,06:00,0,2016,11,9,6,Wednesday
2016-11-09,07:00,17,2016,11,9,7,Wednesday
2016-11-09,08:00,0,2016,11,9,8,Wednesday
2016-11-09,09:00,0,2016,11,9,9,Wednesday
2016-11-09,10:00,3,2016,11,9,10,Wednesday
2016-11-09,11:00,14,2016,11,9,11,Wednesday
2016-11-09,12:00,0,2016,11,9,12,Wednesday
2016-11-09,13:00,3,2016,11,9,13,Wednesday
2016-11-09,14:00,4,2016,11,9,14,Wednesday
2016-11-09,15:00,2,2016,11,9,15,Wednesday
2016-11-09,16:00,4,2016,11,9,16,Wednesday
2016-11-09,17:00,8,2016,11,9,17,Wednesday
2016-11-09,18:00,9,2016,11,9,18,Wednesday
2016-11-09,19:00,5,2016,11,9,19,Wednesday
2016-11-09,20:00,4,2016,11,9,20,Wednesday
2016-11-09,21:00,0,2016,11,9,21,Wednesday
2016-11-09,22:00,0,2016,11,9,22,Wednesday
2016-11-09,23:00,0,2016,11,9,23,Wednesday
2016-11-10,00:00,1,2016,11,10,0,Thursday
2016-11-10,01:00,0,2016,11,10,1,Thursday
2016-11-10,02:00,0,2016,11,10,2,Thursday
2016-11-10,03:00,0,2016,11,10,3,Thursday
2016-11-10,04:00,0,2016,11,10,4,Thursday
2016-11-10,05:00,0,2016,11,10,5,Thursday
2016-11-10,06:00,0,2016,11,10,6,Thursday
2016-11-10,07:00,13,2016,11,10,7,Thursday
2016-11-10,08:00,0,2016,11,10,8,Thursday
2016-11-10,09:00,0,2016,11,10,9,Thursday
2016-11-10,10:00,0,2016,11,10,10,Thursday
2016-11-10,11:00,0,2016,11,10,11,Thursday
2016-11-10,12:00,0,2016,11,10,12,Thursday
2016-11-10,13:00,0,2016,11,10,13,Thursday
2016-11-10,14:00,0,2016,11,10,14,Thursday
2016-11-10,15:00,4,2016,11,10,15,Thursday
2016-11-10,16:00,5,2016,11,10,16,Thursday
2016-11-10,17:00,7,2016,11,10,17,Thursday
2016-11-10,18:00,5,2016,11,10,18,Thursday
2016-11-10,19:00,2,2016,11,10,19,Thursday
2016-11-10,20:00,0,2016,11,10,20,Thursday
2016-11-10,21:00,40,2016,11,10,21,Thursday
2016-11-10,22:00,12,2016,11,10,22,Thursday
2016-11-10,23:00,5,2016,11,10,23,Thursday
2016-11-11,00:00,2,2016,11,11,0,Friday
2016-11-11,01:00,0,2016,11,11,1,Friday
2016-11-11,02:00,0,2016,11,11,2,Friday
2016-11-11,03:00,0,2016,11,11,3,Friday
2016-11-11,04:00,0,2016,11,11,4,Friday
2016-11-11,05:00,0,2016,11,11,5,Friday
2016-11-11,06:00,0,2016,11,11,6,Friday
2016-11-11,07:00,9,2016,11,11,7,Friday
2016-11-11,08:00,5,2016,11,11,8,Friday
2016-11-11,09:00,10,2016,11,11,9,Friday
2016-11-11,10:00,8,2016,11,11,10,Friday
2016-11-11,11:00,20,2016,11,11,11,Friday
2016-11-11,12:00,22,2016,11,11,12,Friday
2016-11-11,13:00,6,2016,11,11,13,Friday
2016-11-11,14:00,7,2016,11,11,14,Friday
2016-11-11,15:00,6,2016,11,11,15,Friday
2016-11-11,16:00,22,2016,11,11,16,Friday
2016-11-11,17:00,5,2016,11,11,17,Friday
2016-11-11,18:00,6,2016,11,11,18,Friday
2016-11-11,19:00,3,2016,11,11,19,Friday
2016-11-11,20:00,6,2016,11,11,20,Friday
2016-11-11,21:00,7,2016,11,11,21,Friday
2016-11-11,22:00,2,2016,11,11,22,Friday
2016-11-11,23:00,4,2016,11,11,23,Friday
2016-11-12,00:00,0,2016,11,12,0,Saturday
2016-11-12,01:00,0,2016,11,12,1,Saturday
2016-11-12,02:00,6,2016,11,12,2,Saturday
2016-11-12,03:00,35,2016,11,12,3,Saturday
2016-11-12,04:00,11,2016,11,12,4,Saturday
2016-11-12,05:00,0,2016,11,12,5,Saturday
2016-11-12,06:00,0,2016,11,12,6,Saturday
2016-11-12,07:00,1,2016,11,12,7,Saturday
2016-11-12,08:00,13,2016,11,12,8,Saturday
2016-11-12,09:00,12,2016,11,12,9,Saturday
2016-11-12,10:00,3,2016,11,12,10,Saturday
2016-11-12,11:00,4,2016,11,12,11,Saturday
2016-11-12,12:00,5,2016,11,12,12,Saturday
2016-11-12,13:00,14,2016,11,12,13,Saturday
2016-11-12,14:00,1,2016,11,12,14,Saturday
2016-11-12,15:00,3,2016,11,12,15,Saturday
2016-11-12,16:00,37,2016,11,12,16,Saturday
2016-11-12,17:00,10,2016,11,12,17,Saturday
2016-11-12,18:00,9,2016,11,12,18,Saturday
2016-11-12,19:00,39,2016,11,12,19,Saturday
2016-11-12,20:00,6,2016,11,12,20,Saturday
2016-11-12,21:00,0,2016,11,12,21,Saturday
2016-11-12,22:00,0,2016,11,12,22,Saturday
2016-11-12,23:00,4,2016,11,12,23,Saturday
2016-11-13,00:00,0,2016,11,13,0,Sunday
2016-11-13,01:00,0,2016,11,13,1,Sunday
2016-11-13,02:00,0,2016,11,13,2,Sunday
2016-11-13,03:00,0,2016,11,13,3,Sunday
2016-11-13,04:00,0,2016,11,13,4,Sunday
2016-11-13,05:00,3,2016,11,13,5,Sunday
2016-11-13,06:00,7,2016,11,13,6,Sunday
2016-11-13,07:00,11,2016,11,13,7,Sunday
2016-11-13,08:00,7,2016,11,13,8,Sunday
2016-11-13,09:00,11,2016,11,13,9,Sunday
2016-11-13,10:00,30,2016,11,13,10,Sunday
2016-11-13,11:00,4,2016,11,13,11,Sunday
2016-11-13,12:00,13,2016,11,13,12,Sunday
2016-11-13,13:00,16,2016,11,13,13,Sunday
2016-11-13,14:00,13,2016,11,13,14,Sunday
2016-11-13,15:00,27,2016,11,13,15,Sunday
2016-11-13,16:00,3,2016,11,13,16,Sunday
2016-11-13,17:00,4,2016,11,13,17,Sunday
2016-11-13,18:00,0,2016,11,13,18,Sunday
2016-11-13,19:00,0,2016,11,13,19,Sunday
2016-11-13,20:00,25,2016,11,13,20,Sunday
2016-11-13,21:00,32,2016,11,13,21,Sunday
2016-11-13,22:00,4,2016,11,13,22,Sunday
2016-11-13,23:00,4,2016,11,13,23,Sunday
2016-11-14,00:00,4,2016,11,14,0,Monday
2016-11-14,01:00,0,2016,11,14,1,Monday
2016-11-14,02:00,0,2016,11,14,2,Monday
2016-11-14,03:00,0,2016,11,14,3,Monday
2016-11-14,04:00,0,2016,11,14,4,Monday
2016-11-14,05:00,0,2016,11,14,5,Monday
2016-11-14,06:00,7,2016,11,14,6,Monday
2016-11-14,07:00,10,2016,11,14,7,Monday
2016-11-14,08:00,12,2016,11,14,8,Monday
2016-11-14,09:00,0,2016,11,14,9,Monday
2016-11-14,10:00,4,2016,11,14,10,Monday
2016-11-14,11:00,3,2016,11,14,11,Monday
2016-11-14,12:00,4,2016,11,14,12,Monday
2016-11-14,13:00,0,2016,11,14,13,Monday
2016-11-14,14:00,21,2016,11,14,14,Monday
2016-11-14,15:00,1,2016,11,14,15,Monday
2016-11-14,16:00,4,2016,11,14,16,Monday
2016-11-14,17:00,21,2016,11,14,17,Monday
2016-11-14,18:00,7,2016,11,14,18,Monday
2016-11-14,19:00,15,2016,11,14,19,Monday
2016-11-14,20:00,6,2016,11,14,20,Monday
2016-11-14,21:00,19,2016,11,14,21,Monday
2016-11-14,22:00,19,2016,11,14,22,Monday
2016-11-14,23:00,7,2016,11,14,23,Monday
2016-11-15,00:00,3,2016,11,15,0,Tuesday
2016-11-15,01:00,0,2016,11,15,1,Tuesday
2016-11-15,02:00,0,2016,11,15,2,Tuesday
2016-11-15,03:00,0,2016,11,15,3,Tuesday
2016-11-15,04:00,0,2016,11,15,4,Tuesday
2016-11-15,05:00,0,2016,11,15,5,Tuesday
2016-11-15,06:00,4,2016,11,15,6,Tuesday
2016-11-15,07:00,15,2016,11,15,7,Tuesday
2016-11-15,08:00,4,2016,11,15,8,Tuesday
2016-11-15,09:00,8,2016,11,15,9,Tuesday
2016-11-15,10:00,8,2016,11,15,10,Tuesday
2016-11-15,11:00,6,2016,11,15,11,Tuesday
2016-11-15,12:00,18,2016,11,15,12,Tuesday
2016-11-15,13:00,0,2016,11,15,13,Tuesday
2016-11-15,14:00,0,2016,11,15,14,Tuesday
2016-11-15,15:00,0,2016,11,15,15,Tuesday
2016-11-15,16:00,4,2016,11,15,16,Tuesday
2016-11-15,17:00,7,2016,11,15,17,Tuesday
2016-11-15,18:00,29,2016,11,15,18,Tuesday
2016-11-15,19:00,3,2016,11,15,19,Tuesday
2016-11-15,20:00,4,2016,11,15,20,Tuesday
2016-11-15,21:00,34,2016,11,15,21,Tuesday
2016-11-15,22:00,5,2016,11,15,22,Tuesday
2016-11-15,23:00,0,2016,11,15,23,Tuesday
2016-11-16,00:00,0,2016,11,16,0,Wednesday
2016-11-16,01:00,0,2016,11,16,1,Wednesday
2016-11-16,02:00,6,2016,11,16,2,Wednesday
2016-11-16,03:00,0,2016,11,16,3,Wednesday
2016-11-16,04:00,0,2016,11,16,4,Wednesday
2016-11-16,05:00,0,2016,11,16,5,Wednesday
2016-11-16,06:00,4,2016,11,16,6,Wednesday
2016-11-16,07:00,6,2016,11,16,7,Wednesday
2016-11-16,08:00,8,2016,11,16,8,Wednesday
2016-11-16,09:00,4,2016,11,16,9,Wednesday
2016-11-16,10:00,0,2016,11,16,10,Wednesday
2016-11-16,11:00,0,2016,11,16,11,Wednesday
2016-11-16,12:00,0,2016,11,16,12,Wednesday
2016-11-16,13:00,0,2016,11,16,13,Wednesday
2016-11-16,14:00,0,2016,11,16,14,Wednesday
2016-11-16,15:00,6,2016,11,16,15,Wednesday
2016-11-16,16:00,11,2016,11,16,16,Wednesday
2016-11-16,17:00,10,2016,11,16,17,Wednesday
2016-11-16,18:00,11,2016,11,16,18,Wednesday
2016-11-16,19:00,3,2016,11,16,19,Wednesday
2016-11-16,20:00,2,2016,11,16,20,Wednesday
2016-11-16,21:00,33,2016,11,16,21,Wednesday
2016-11-16,22:00,17,2016,11,16,22,Wednesday
2016-11-16,23:00,1,2016,11,16,23,Wednesday
2016-11-17,00:00,0,2016,11,17,0,Thursday
2016-11-17,01:00,7,2016,11,17,1,Thursday
2016-11-17,02:00,0,2016,11,17,2,Thursday
2016-11-17,03:00,0,2016,11,17,3,Thursday
2016-11-17,04:00,0,2016,11,17,4,Thursday
2016-11-17,05:00,0,2016,11,17,5,Thursday
2016-11-17,06:00,4,2016,11,17,6,Thursday
2016-11-17,07:00,5,2016,11,17,7,Thursday
2016-11-17,08:00,7,2016,11,17,8,Thursday
2016-11-17,09:00,4,2016,11,17,9,Thursday
2016-11-17,10:00,0,2016,11,17,10,Thursday
2016-11-17,11:00,18,2016,11,17,11,Thursday
2016-11-17,12:00,5,2016,11,17,12,Thursday
2016-11-17,13:00,0,2016,11,17,13,Thursday
2016-11-17,14:00,4,2016,11,17,14,Thursday
2016-11-17,15:00,0,2016,11,17,15,Thursday
2016-11-17,16:00,42,2016,11,17,16,Thursday
2016-11-17,17:00,9,2016,11,17,17,Thursday
2016-11-17,18:00,19,2016,11,17,18,Thursday
2016-11-17,19:00,0,2016,11,17,19,Thursday
2016-11-17,20:00,12,2016,11,17,20,Thursday
2016-11-17,21:00,54,2016,11,17,21,Thursday
2016-11-17,22:00,4,2016,11,17,22,Thursday
2016-11-17,23:00,0,2016,11,17,23,Thursday
2016-11-18,00:00,0,2016,11,18,0,Friday
2016-11-18,01:00,6,2016,11,18,1,Friday
2016-11-18,02:00,3,2016,11,18,2,Friday
2016-11-18,03:00,0,2016,11,18,3,Friday
2016-11-18,04:00,0,2016,11,18,4,Friday
2016-11-18,05:00,0,2016,11,18,5,Friday
2016-11-18,06:00,8,2016,11,18,6,Friday
2016-11-18,07:00,14,2016,11,18,7,Friday
2016-11-18,08:00,11,2016,11,18,8,Friday
2016-11-18,09:00,10,2016,11,18,9,Friday
2016-11-18,10:00,1,2016,11,18,10,Friday
2016-11-18,11:00,0,2016,11,18,11,Friday
2016-11-18,12:00,0,2016,11,18,12,Friday
2016-11-18,13:00,0,2016,11,18,13,Friday
2016-11-18,14:00,3,2016,11,18,14,Friday
2016-11-18,15:00,19,2016,11,18,15,Friday
2016-11-18,16:00,8,2016,11,18,16,Friday
2016-11-18,17:00,9,2016,11,18,17,Friday
2016-11-18,18:00,17,2016,11,18,18,Friday
2016-11-18,19:00,3,2016,11,18,19,Friday
2016-11-18,20:00,9,2016,11,18,20,Friday
2016-11-18,21:00,3,2016,11,18,21,Friday
2016-11-18,22:00,0,2016,11,18,22,Friday
2016-11-18,23:00,0,2016,11,18,23,Friday
2016-11-19,00:00,4,2016,11,19,0,Saturday
2016-11-19,01:00,0,2016,11,19,1,Saturday
2016-11-19,02:00,8,2016,11,19,2,Saturday
2016-11-19,03:00,37,2016,11,19,3,Saturday
2016-11-19,04:00,8,2016,11,19,4,Saturday
2016-11-19,05:00,0,2016,11,19,5,Saturday
2016-11-19,06:00,4,2016,11,19,6,Saturday
2016-11-19,07:00,3,2016,11,19,7,Saturday
2016-11-19,08:00,11,2016,11,19,8,Saturday
2016-11-19,09:00,19,2016,11,19,9,Saturday
2016-11-19,10:00,24,2016,11,19,10,Saturday
2016-11-19,11:00,7,2016,11,19,11,Saturday
2016-11-19,12:00,8,2016,11,19,12,Saturday
2016-11-19,13:00,6,2016,11,19,13,Saturday
2016-11-19,14:00,10,2016,11,19,14,Saturday
2016-11-19,15:00,1,2016,11,19,15,Saturday
2016-11-19,16:00,14,2016,11,19,16,Saturday
2016-11-19,17:00,11,2016,11,19,17,Saturday
2016-11-19,18:00,7,2016,11,19,18,Saturday
2016-11-19,19:00,10,2016,11,19,19,Saturday
2016-11-19,20:00,26,2016,11,19,20,Saturday
2016-11-19,21:00,28,2016,11,19,21,Saturday
2016-11-19,22:00,17,2016,11,19,22,Saturday
2016-11-19,23:00,4,2016,11,19,23,Saturday
2016-11-20,00:00,3,2016,11,20,0,Sunday
2016-11-20,01:00,0,2016,11,20,1,Sunday
2016-11-20,02:00,0,2016,11,20,2,Sunday
2016-11-20,03:00,0,2016,11,20,3,Sunday
2016-11-20,04:00,0,2016,11,20,4,Sunday
2016-11-20,05:00,0,2016,11,20,5,Sunday
2016-11-20,06:00,1,2016,11,20,6,Sunday
2016-11-20,07:00,8,2016,11,20,7,Sunday
2016-11-20,08:00,12,2016,11,20,8,Sunday
2016-11-20,09:00,16,2016,11,20,9,Sunday
2016-11-20,10:00,13,2016,11,20,10,Sunday
2016-11-20,11:00,31,2016,11,20,11,Sunday
2016-11-20,12:00,3,2016,11,20,12,Sunday
2016-11-20,13:00,6,2016,11,20,13,Sunday
2016-11-20,14:00,9,2016,11,20,14,Sunday
2016-11-20,15:00,7,2016,11,20,15,Sunday
2016-11-20,16:00,6,2016,11,20,16,Sunday
2016-11-20,17:00,11,2016,11,20,17,Sunday
2016-11-20,18:00,3,2016,11,20,18,Sunday
2016-11-20,19:00,11,2016,11,20,19,Sunday
2016-11-20,20:00,6,2016,11,20,20,Sunday
2016-11-20,21:00,33,2016,11,20,21,Sunday
2016-11-20,22:00,2,2016,11,20,22,Sunday
2016-11-20,23:00,7,2016,11,20,23,Sunday
2016-11-21,00:00,8,2016,11,21,0,Monday
2016-11-21,01:00,0,2016,11,21,1,Monday
2016-11-21,02:00,0,2016,11,21,2,Monday
2016-11-21,03:00,0,2016,11,21,3,Monday
2016-11-21,04:00,0,2016,11,21,4,Monday
2016-11-21,05:00,0,2016,11,21,5,Monday
2016-11-21,06:00,8,2016,11,21,6,Monday
2016-11-21,07:00,15,2016,11,21,7,Monday
2016-11-21,08:00,2,2016,11,21,8,Monday
2016-11-21,09:00,27,2016,11,21,9,Monday
2016-11-21,10:00,0,2016,11,21,10,Monday
2016-11-21,11:00,4,2016,11,21,11,Monday
2016-11-21,12:00,0,2016,11,21,12,Monday
2016-11-21,13:00,21,2016,11,21,13,Monday
2016-11-21,14:00,0,2016,11,21,14,Monday
2016-11-21,15:00,0,2016,11,21,15,Monday
2016-11-21,16:00,7,2016,11,21,16,Monday
2016-11-21,17:00,12,2016,11,21,17,Monday
2016-11-21,18:00,15,2016,11,21,18,Monday
2016-11-21,19:00,6,2016,11,21,19,Monday
2016-11-21,20:00,8,2016,11,21,20,Monday
2016-11-21,21:00,46,2016,11,21,21,Monday
2016-11-21,22:00,5,2016,11,21,22,Monday
2016-11-21,23:00,5,2016,11,21,23,Monday
2016-11-22,00:00,2,2016,11,22,0,Tuesday
2016-11-22,01:00,1,2016,11,22,1,Tuesday
2016-11-22,02:00,2,2016,11,22,2,Tuesday
2016-11-22,03:00,0,2016,11,22,3,Tuesday
2016-11-22,04:00,0,2016,11,22,4,Tuesday
2016-11-22,05:00,0,2016,11,22,5,Tuesday
2016-11-22,06:00,8,2016,11,22,6,Tuesday
2016-11-22,07:00,12,2016,11,22,7,Tuesday
2016-11-22,08:00,7,2016,11,22,8,Tuesday
2016-11-22,09:00,4,2016,11,22,9,Tuesday
2016-11-22,10:00,20,2016,11,22,10,Tuesday
2016-11-22,11:00,4,2016,11,22,11,Tuesday
2016-11-22,12:00,0,2016,11,22,12,Tuesday
2016-11-22,13:00,0,2016,11,22,13,Tuesday
2016-11-22,14:00,0,2016,11,22,14,Tuesday
2016-11-22,15:00,2,2016,11,22,15,Tuesday
2016-11-22,16:00,26,2016,11,22,16,Tuesday
2016-11-22,17:00,12,2016,11,22,17,Tuesday
2016-11-22,18:00,0,2016,11,22,18,Tuesday
2016-11-22,19:00,8,2016,11,22,19,Tuesday
2016-11-22,20:00,5,2016,11,22,20,Tuesday
2016-11-22,21:00,19,2016,11,22,21,Tuesday
2016-11-22,22:00,11,2016,11,22,22,Tuesday
2016-11-22,23:00,11,2016,11,22,23,Tuesday
2016-11-23,00:00,0,2016,11,23,0,Wednesday
2016-11-23,01:00,24,2016,11,23,1,Wednesday
2016-11-23,02:00,5,2016,11,23,2,Wednesday
2016-11-23,03:00,0,2016,11,23,3,Wednesday
2016-11-23,04:00,0,2016,11,23,4,Wednesday
2016-11-23,05:00,3,2016,11,23,5,Wednesday
2016-11-23,06:00,5,2016,11,23,6,Wednesday
2016-11-23,07:00,3,2016,11,23,7,Wednesday
2016-11-23,08:00,20,2016,11,23,8,Wednesday
2016-11-23,09:00,39,2016,11,23,9,Wednesday
2016-11-23,10:00,3,2016,11,23,10,Wednesday
2016-11-23,11:00,7,2016,11,23,11,Wednesday
2016-11-23,12:00,11,2016,11,23,12,Wednesday
2016-11-23,13:00,6,2016,11,23,13,Wednesday
2016-11-23,14:00,11,2016,11,23,14,Wednesday
2016-11-23,15:00,39,2016,11,23,15,Wednesday
2016-11-23,16:00,6,2016,11,23,16,Wednesday
2016-11-23,17:00,13,2016,11,23,17,Wednesday
2016-11-23,18:00,15,2016,11,23,18,Wednesday
2016-11-23,19:00,23,2016,11,23,19,Wednesday
2016-11-23,20:00,15,2016,11,23,20,Wednesday
2016-11-23,21:00,11,2016,11,23,21,Wednesday
2016-11-23,22:00,3,2016,11,23,22,Wednesday
2016-11-23,23:00,8,2016,11,23,23,Wednesday
2016-11-24,00:00,3,2016,11,24,0,Thursday
2016-11-24,01:00,0,2016,11,24,1,Thursday
2016-11-24,02:00,0,2016,11,24,2,Thursday
2016-11-24,03:00,0,2016,11,24,3,Thursday
2016-11-24,04:00,0,2016,11,24,4,Thursday
2016-11-24,05:00,2,2016,11,24,5,Thursday
2016-11-24,06:00,7,2016,11,24,6,Thursday
2016-11-24,07:00,11,2016,11,24,7,Thursday
2016-11-24,08:00,32,2016,11,24,8,Thursday
2016-11-24,09:00,27,2016,11,24,9,Thursday
2016-11-24,10:00,25,2016,11,24,10,Thursday
2016-11-24,11:00,17,2016,11,24,11,Thursday
2016-11-24,12:00,15,2016,11,24,12,Thursday
2016-11-24,13:00,26,2016,11,24,13,Thursday
2016-11-24,14:00,18,2016,11,24,14,Thursday
2016-11-24,15:00,27,2016,11,24,15,Thursday
2016-11-24,16:00,10,2016,11,24,16,Thursday
2016-11-24,17:00,30,2016,11,24,17,Thursday
2016-11-24,18:00,11,2016,11,24,18,Thursday
2016-11-24,19:00,33,2016,11,24,19,Thursday
2016-11-24,20:00,25,2016,11,24,20,Thursday
2016-11-24,21:00,30,2016,11,24,21,Thursday
2016-11-24,22:00,10,2016,11,24,22,Thursday
2016-11-24,23:00,0,2016,11,24,23,Thursday
2016-11-25,00:00,1,2016,11,25,0,Friday
2016-11-25,01:00,0,2016,11,25,1,Friday
2016-11-25,02:00,10,2016,11,25,2,Friday
2016-11-25,03:00,32,2016,11,25,3,Friday
2016-11-25,04:00,10,2016,11,25,4,Friday
2016-11-25,05:00,0,2016,11,25,5,Friday
2016-11-25,06:00,0,2016,11,25,6,Friday
2016-11-25,07:00,4,2016,11,25,7,Friday
2016-11-25,08:00,16,2016,11,25,8,Friday
